,Kmeans,Spectral,Hierarchical,0,1,2,3,4,5,6,7,8
1,,,2,0.0,0.0,0.0,0.5,0.0,0.0,0.125,0.25,0.125
2,,,1,0.025974025974,0.0,0.233766233766,0.0649350649351,0.012987012987,0.324675324675,0.012987012987,0.0519480519481,0.272727272727
3,,,1,0.151162790698,0.0116279069767,0.151162790698,0.0697674418605,0.0,0.302325581395,0.0,0.0348837209302,0.279069767442
4,,,4,0.0,0.0,0.431818181818,0.0454545454545,0.0,0.340909090909,0.0,0.181818181818,0.0
5,,,1,0.0,0.140845070423,0.0,0.056338028169,0.0704225352113,0.43661971831,0.0422535211268,0.0422535211268,0.211267605634
6,,,10,0.346590909091,0.0568181818182,0.00852272727273,0.0170454545455,0.0,0.0965909090909,0.0426136363636,0.0994318181818,0.332386363636
7,,,1,0.0,0.0,0.0,0.0,0.0,0.722222222222,0.0555555555556,0.0,0.222222222222
8,,,1,0.0,0.0357142857143,0.0357142857143,0.214285714286,0.0,0.464285714286,0.107142857143,0.0714285714286,0.0714285714286
9,,,0,0.0,0.116279069767,0.139534883721,0.174418604651,0.0,0.046511627907,0.0697674418605,0.174418604651,0.279069767442
10,,,2,0.0,0.0,0.0909090909091,0.454545454545,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091
11,,,0,0.0555555555556,0.0740740740741,0.222222222222,0.0740740740741,0.0185185185185,0.037037037037,0.0555555555556,0.0925925925926,0.37037037037
12,,,1,0.0384615384615,0.0,0.0769230769231,0.0769230769231,0.0,0.346153846154,0.384615384615,0.0,0.0769230769231
13,,,1,0.0166666666667,0.0,0.0333333333333,0.0333333333333,0.116666666667,0.383333333333,0.0333333333333,0.15,0.233333333333
14,,,0,0.00436681222707,0.0305676855895,0.279475982533,0.0786026200873,0.0218340611354,0.0873362445415,0.240174672489,0.0305676855895,0.227074235808
15,,,0,0.0224719101124,0.0224719101124,0.134831460674,0.0224719101124,0.191011235955,0.191011235955,0.168539325843,0.0112359550562,0.23595505618
16,,,2,0.0533333333333,0.0,0.0,0.426666666667,0.0,0.346666666667,0.0,0.173333333333,0.0
17,,,0,0.0377358490566,0.0,0.207547169811,0.0377358490566,0.0188679245283,0.132075471698,0.0377358490566,0.377358490566,0.150943396226
18,,,2,0.102189781022,0.0510948905109,0.116788321168,0.328467153285,0.00729927007299,0.109489051095,0.0948905109489,0.0729927007299,0.116788321168
19,,,0,0.0625,0.03125,0.34375,0.03125,0.0,0.125,0.046875,0.015625,0.34375
20,,,4,0.1875,0.0833333333333,0.4375,0.0208333333333,0.0,0.145833333333,0.0,0.0,0.125
21,,,3,0.0,0.0,0.0,0.866666666667,0.0666666666667,0.0,0.0,0.0666666666667,0.0
22,,,4,0.0796296296296,0.00185185185185,0.477777777778,0.101851851852,0.0111111111111,0.0259259259259,0.0259259259259,0.135185185185,0.140740740741
23,,,4,0.0367647058824,0.0,0.330882352941,0.161764705882,0.102941176471,0.0367647058824,0.0955882352941,0.132352941176,0.102941176471
24,,,2,0.0,0.1875,0.0625,0.4375,0.25,0.0,0.0625,0.0,0.0
25,,,0,0.0133333333333,0.0266666666667,0.173333333333,0.0666666666667,0.0533333333333,0.08,0.106666666667,0.36,0.12
26,,,0,0.072192513369,0.0347593582888,0.24064171123,0.0401069518717,0.0160427807487,0.0374331550802,0.0454545454545,0.318181818182,0.195187165775
27,,,4,0.0303797468354,0.00759493670886,0.524050632911,0.0455696202532,0.0379746835443,0.020253164557,0.0329113924051,0.053164556962,0.248101265823
28,,,0,0.0263157894737,0.0473684210526,0.284210526316,0.0789473684211,0.0342105263158,0.107894736842,0.0736842105263,0.152631578947,0.194736842105
29,,,4,0.12865497076,0.0175438596491,0.368421052632,0.163742690058,0.0233918128655,0.0233918128655,0.00584795321637,0.0994152046784,0.169590643275
30,,,4,0.0185676392573,0.0106100795756,0.628647214854,0.0238726790451,0.0053050397878,0.0053050397878,0.0053050397878,0.100795755968,0.201591511936
31,,,4,0.164779874214,0.00503144654088,0.412578616352,0.0301886792453,0.0138364779874,0.0490566037736,0.0528301886792,0.0465408805031,0.225157232704
32,,,4,0.120805369128,0.0178970917226,0.581655480984,0.0246085011186,0.00223713646532,0.0782997762864,0.0178970917226,0.0425055928412,0.114093959732
33,,,4,0.0222841225627,0.0194986072423,0.637883008357,0.0222841225627,0.0111420612813,0.0362116991643,0.008356545961,0.033426183844,0.208913649025
34,,,4,0.0813253012048,0.0150602409639,0.575301204819,0.0180722891566,0.0180722891566,0.00903614457831,0.0451807228916,0.0361445783133,0.201807228916
35,,,4,0.095,0.005,0.435,0.05,0.015,0.0,0.015,0.095,0.29
36,,,0,0.0,0.0185185185185,0.240740740741,0.12962962963,0.12962962963,0.0740740740741,0.0555555555556,0.259259259259,0.0925925925926
37,,,0,0.0,0.14,0.24,0.0,0.08,0.06,0.08,0.14,0.26
38,,,0,0.047619047619,0.0,0.047619047619,0.142857142857,0.285714285714,0.047619047619,0.0,0.142857142857,0.285714285714
39,,,1,0.0,0.0,0.0526315789474,0.0526315789474,0.157894736842,0.526315789474,0.105263157895,0.0526315789474,0.0526315789474
40,,,4,0.0,0.0,0.459459459459,0.162162162162,0.108108108108,0.0,0.0,0.162162162162,0.108108108108
41,,,2,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25
42,,,9,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.5,0.0
43,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,,,9,0.125,0.625,0.125,0.0,0.0,0.0,0.0,0.0,0.125
49,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,,,0,0.0541044776119,0.00373134328358,0.332089552239,0.0298507462687,0.0466417910448,0.00746268656716,0.0317164179104,0.283582089552,0.210820895522
52,,,1,0.0,0.0,0.0,0.0,0.0,0.428571428571,0.0,0.0,0.571428571429
53,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,,,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,,,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
75,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,,,4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
77,,,10,0.222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.444444444444
78,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,,,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
83,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,,,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,,,0,0.00671140939597,0.0,0.402684563758,0.0536912751678,0.00671140939597,0.134228187919,0.194630872483,0.0671140939597,0.134228187919
87,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,,,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
92,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,,,1,0.0253164556962,0.0126582278481,0.101265822785,0.0506329113924,0.0379746835443,0.506329113924,0.0632911392405,0.101265822785,0.101265822785
103,,,1,0.0,0.0,0.142857142857,0.2,0.0,0.542857142857,0.0,0.0,0.114285714286
104,,,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,,,2,0.333333333333,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.333333333333,0.0
