,Kmeans,Spectral,Hierarchical,0,1,2,3,4,5,6,7,8
1,,,2,0.0,0.0,0.0,0.191489361702,0.0,0.0,0.468085106383,0.127659574468,0.212765957447
2,,,4,0.00833333333333,0.0583333333333,0.0166666666667,0.408333333333,0.0416666666667,0.0,0.108333333333,0.116666666667,0.241666666667
3,,,4,0.137362637363,0.0824175824176,0.0,0.302197802198,0.00549450549451,0.192307692308,0.043956043956,0.0824175824176,0.153846153846
4,,,3,0.0,0.00819672131148,0.0,0.0409836065574,0.0409836065574,0.262295081967,0.0655737704918,0.483606557377,0.0983606557377
5,,,1,0.0116279069767,0.162790697674,0.0,0.0872093023256,0.186046511628,0.21511627907,0.0523255813953,0.093023255814,0.191860465116
6,,,2,0.00956937799043,0.0861244019139,0.0,0.0239234449761,0.11004784689,0.0765550239234,0.066985645933,0.205741626794,0.421052631579
7,,,1,0.0,0.575757575758,0.0,0.121212121212,0.0,0.151515151515,0.0606060606061,0.0606060606061,0.030303030303
8,,,0,0.025,0.025,0.0,0.1,0.45,0.2,0.1,0.05,0.05
9,,,1,0.0198675496689,0.247240618102,0.0,0.14348785872,0.0662251655629,0.00441501103753,0.046357615894,0.150110375276,0.32229580574
10,,,4,0.304347826087,0.0869565217391,0.0,0.478260869565,0.0,0.0,0.0434782608696,0.0,0.0869565217391
11,,,4,0.0762331838565,0.0134529147982,0.0134529147982,0.439461883408,0.0717488789238,0.0269058295964,0.0627802690583,0.0224215246637,0.273542600897
12,,,4,0.0,0.0112359550562,0.0,0.314606741573,0.14606741573,0.224719101124,0.123595505618,0.0674157303371,0.112359550562
13,,,3,0.0355029585799,0.00591715976331,0.00591715976331,0.210059171598,0.0532544378698,0.147928994083,0.147928994083,0.328402366864,0.0650887573964
14,,,2,0.00363636363636,0.0545454545455,0.0181818181818,0.101818181818,0.130909090909,0.0872727272727,0.258181818182,0.0218181818182,0.323636363636
15,,,2,0.0290322580645,0.145161290323,0.00967741935484,0.174193548387,0.0903225806452,0.0967741935484,0.116129032258,0.0709677419355,0.267741935484
16,,,10,0.0379403794038,0.00542005420054,0.00813008130081,0.666666666667,0.0135501355014,0.162601626016,0.00271002710027,0.0948509485095,0.00813008130081
